-1.450000E-03,+80.402009E-03,+1.066551531E+00
-1.448550E-03,+40.201005E-03,+1.076601782E+00
-1.447100E-03,+80.402009E-03,+1.066551531E+00
-1.445650E-03,+80.402009E-03,+1.066551531E+00
-1.444200E-03,+0.0E+00,+1.066551531E+00
-1.442750E-03,+0.0E+00,+1.066551531E+00
-1.441300E-03,+0.0E+00,+1.066551531E+00
-1.439850E-03,+0.0E+00,+1.066551531E+00
-1.438400E-03,+0.0E+00,+1.066551531E+00
-1.436950E-03,+3.376884386E+00,+1.076601782E+00
-1.435500E-03,+0.0E+00,+1.066551531E+00
-1.434050E-03,+0.0E+00,+1.066551531E+00
-1.432600E-03,+0.0E+00,+1.066551531E+00
-1.431150E-03,+0.0E+00,+1.066551531E+00
-1.429700E-03,+0.0E+00,+1.066551531E+00
-1.428250E-03,+0.0E+00,+1.066551531E+00
-1.426800E-03,+0.0E+00,+1.066551531E+00
-1.425350E-03,+40.201005E-03,+1.066551531E+00
-1.423900E-03,+0.0E+00,+1.066551531E+00
-1.422450E-03,+0.0E+00,+1.066551531E+00
-1.421000E-03,+0.0E+00,+1.046451028E+00
-1.419550E-03,+0.0E+00,+1.046451028E+00
-1.418100E-03,+0.0E+00,+1.046451028E+00
-1.416650E-03,+0.0E+00,+1.056501280E+00
-1.415200E-03,+0.0E+00,+1.046451028E+00
-1.413750E-03,+0.0E+00,+1.046451028E+00
-1.412300E-03,+80.402009E-03,+1.046451028E+00
-1.410850E-03,+0.0E+00,+1.056501280E+00
-1.409400E-03,+0.0E+00,+1.046451028E+00
-1.407950E-03,+40.201005E-03,+1.056501280E+00
-1.406500E-03,+0.0E+00,+1.046451028E+00
-1.405050E-03,+40.201005E-03,+1.046451028E+00
-1.403600E-03,+0.0E+00,+1.046451028E+00
-1.402150E-03,+0.0E+00,+1.046451028E+00
-1.400700E-03,+80.402009E-03,+1.046451028E+00
-1.399250E-03,+0.0E+00,+1.036400777E+00
-1.397800E-03,+80.402009E-03,+1.046451028E+00
-1.396350E-03,+0.0E+00,+1.046451028E+00
-1.394900E-03,+3.376884386E+00,+1.046451028E+00
-1.393450E-03,+0.0E+00,+1.036400777E+00
-1.392000E-03,+0.0E+00,+1.026350526E+00
