                                  circuit rlc
                                  AC Analysis  Mon Dec 11 17:30:47  2017
--------------------------------------------------------------------------------
Index   frequency       vdb(2)          vp(2)           
--------------------------------------------------------------------------------
0	1.000000e+02	-5.85602e+01	5.597262e-01	
1	1.023293e+02	-5.85025e+01	5.701208e-01	
2	1.047129e+02	-5.84429e+01	5.806148e-01	
3	1.071519e+02	-5.83813e+01	5.912044e-01	
4	1.096478e+02	-5.83177e+01	6.018857e-01	
5	1.122018e+02	-5.82521e+01	6.126545e-01	
6	1.148154e+02	-5.81845e+01	6.235064e-01	
7	1.174898e+02	-5.81148e+01	6.344369e-01	
8	1.202264e+02	-5.80430e+01	6.454412e-01	
9	1.230269e+02	-5.79690e+01	6.565144e-01	
10	1.258925e+02	-5.78929e+01	6.676514e-01	
11	1.288250e+02	-5.78146e+01	6.788469e-01	
12	1.318257e+02	-5.77340e+01	6.900956e-01	
13	1.348963e+02	-5.76512e+01	7.013918e-01	
14	1.380384e+02	-5.75662e+01	7.127300e-01	
15	1.412538e+02	-5.74789e+01	7.241044e-01	
16	1.445440e+02	-5.73893e+01	7.355091e-01	
17	1.479108e+02	-5.72975e+01	7.469382e-01	
18	1.513561e+02	-5.72033e+01	7.583856e-01	
19	1.548817e+02	-5.71068e+01	7.698452e-01	
20	1.584893e+02	-5.70080e+01	7.813110e-01	
21	1.621810e+02	-5.69068e+01	7.927769e-01	
22	1.659587e+02	-5.68034e+01	8.042367e-01	
23	1.698244e+02	-5.66976e+01	8.156843e-01	
24	1.737801e+02	-5.65895e+01	8.271136e-01	
25	1.778279e+02	-5.64791e+01	8.385187e-01	
26	1.819701e+02	-5.63664e+01	8.498934e-01	
27	1.862087e+02	-5.62514e+01	8.612319e-01	
28	1.905461e+02	-5.61342e+01	8.725283e-01	
29	1.949845e+02	-5.60147e+01	8.837771e-01	
30	1.995262e+02	-5.58929e+01	8.949725e-01	
31	2.041738e+02	-5.57690e+01	9.061091e-01	
32	2.089296e+02	-5.56428e+01	9.171816e-01	
33	2.137962e+02	-5.55145e+01	9.281849e-01	
34	2.187762e+02	-5.53840e+01	9.391138e-01	
35	2.238721e+02	-5.52514e+01	9.499637e-01	
36	2.290868e+02	-5.51167e+01	9.607298e-01	
37	2.344229e+02	-5.49800e+01	9.714076e-01	
38	2.398833e+02	-5.48412e+01	9.819930e-01	
39	2.454709e+02	-5.47004e+01	9.924818e-01	
40	2.511886e+02	-5.45577e+01	1.002870e+00	
41	2.570396e+02	-5.44130e+01	1.013155e+00	
42	2.630268e+02	-5.42665e+01	1.023331e+00	
43	2.691535e+02	-5.41181e+01	1.033398e+00	
44	2.754229e+02	-5.39678e+01	1.043350e+00	
45	2.818383e+02	-5.38158e+01	1.053186e+00	
46	2.884032e+02	-5.36620e+01	1.062902e+00	
47	2.951209e+02	-5.35066e+01	1.072497e+00	
48	3.019952e+02	-5.33494e+01	1.081969e+00	
49	3.090295e+02	-5.31906e+01	1.091315e+00	
