                                  circuit rlc
                                  AC Analysis  Mon Dec 11 17:50:13  2017
--------------------------------------------------------------------------------
Index   frequency       i(vil)                          
--------------------------------------------------------------------------------
92	8.317638e+02	1.026905e-04,	-1.10235e-06	
93	8.511380e+02	1.028259e-04,	-1.13101e-06	
94	8.709636e+02	1.029680e-04,	-1.16056e-06	
95	8.912509e+02	1.031172e-04,	-1.19105e-06	
96	9.120108e+02	1.032739e-04,	-1.22251e-06	
97	9.332543e+02	1.034385e-04,	-1.25498e-06	
98	9.549926e+02	1.036114e-04,	-1.28852e-06	
99	9.772372e+02	1.037931e-04,	-1.32318e-06	
100	1.000000e+03	1.039841e-04,	-1.35899e-06	
101	1.023293e+03	1.041848e-04,	-1.39603e-06	
102	1.047129e+03	1.043957e-04,	-1.43436e-06	
103	1.071519e+03	1.046176e-04,	-1.47403e-06	
104	1.096478e+03	1.048509e-04,	-1.51511e-06	
105	1.122018e+03	1.050963e-04,	-1.55769e-06	
106	1.148154e+03	1.053545e-04,	-1.60183e-06	
107	1.174898e+03	1.056262e-04,	-1.64763e-06	
108	1.202264e+03	1.059122e-04,	-1.69517e-06	
109	1.230269e+03	1.062134e-04,	-1.74456e-06	
110	1.258925e+03	1.065306e-04,	-1.79590e-06	
111	1.288250e+03	1.068647e-04,	-1.84931e-06	
112	1.318257e+03	1.072169e-04,	-1.90491e-06	

Index   frequency       i(vil)                          
--------------------------------------------------------------------------------
113	1.348963e+03	1.075882e-04,	-1.96283e-06	
114	1.380384e+03	1.079796e-04,	-2.02323e-06	
115	1.412538e+03	1.083926e-04,	-2.08627e-06	
116	1.445440e+03	1.088285e-04,	-2.15211e-06	
117	1.479108e+03	1.092886e-04,	-2.22095e-06	
118	1.513561e+03	1.097746e-04,	-2.29300e-06	
119	1.548817e+03	1.102881e-04,	-2.36847e-06	
120	1.584893e+03	1.108310e-04,	-2.44762e-06	
121	1.621810e+03	1.114052e-04,	-2.53072e-06	
122	1.659587e+03	1.120128e-04,	-2.61808e-06	
123	1.698244e+03	1.126562e-04,	-2.71001e-06	
124	1.737801e+03	1.133378e-04,	-2.80689e-06	
125	1.778279e+03	1.140604e-04,	-2.90912e-06	
126	1.819701e+03	1.148270e-04,	-3.01715e-06	
127	1.862087e+03	1.156407e-04,	-3.13148e-06	
128	1.905461e+03	1.165052e-04,	-3.25266e-06	
129	1.949845e+03	1.174243e-04,	-3.38131e-06	
130	1.995262e+03	1.184022e-04,	-3.51814e-06	
131	2.041738e+03	1.194438e-04,	-3.66392e-06	
132	2.089296e+03	1.205542e-04,	-3.81953e-06	
133	2.137962e+03	1.217391e-04,	-3.98599e-06	
134	2.187762e+03	1.230050e-04,	-4.16440e-06	
135	2.238721e+03	1.243588e-04,	-4.35608e-06	
136	2.290868e+03	1.258086e-04,	-4.56248e-06	
137	2.344229e+03	1.273631e-04,	-4.78531e-06	
138	2.398833e+03	1.290323e-04,	-5.02650e-06	
139	2.454709e+03	1.308274e-04,	-5.28830e-06	
140	2.511886e+03	1.327610e-04,	-5.57334e-06	
141	2.570396e+03	1.348475e-04,	-5.88467e-06	
142	2.630268e+03	1.371033e-04,	-6.22587e-06	
143	2.691535e+03	1.395471e-04,	-6.60119e-06	
144	2.754229e+03	1.422004e-04,	-7.01564e-06	
145	2.818383e+03	1.450881e-04,	-7.47523e-06	
146	2.884032e+03	1.482392e-04,	-7.98720e-06	
147	2.951209e+03	1.516875e-04,	-8.56032e-06	
148	3.019952e+03	1.554728e-04,	-9.20531e-06	
149	3.090295e+03	1.596422e-04,	-9.93537e-06	
150	3.162278e+03	1.642520e-04,	-1.07670e-05	
151	3.235937e+03	1.693697e-04,	-1.17208e-05	
152	3.311311e+03	1.750775e-04,	-1.28231e-05	
153	3.388442e+03	1.814759e-04,	-1.41080e-05	
154	3.467369e+03	1.886892e-04,	-1.56196e-05	
155	3.548134e+03	1.968734e-04,	-1.74169e-05	
156	3.630781e+03	2.062260e-04,	-1.95792e-05	
157	3.715352e+03	2.170017e-04,	-2.22159e-05	
158	3.801894e+03	2.295331e-04,	-2.54812e-05	
159	3.890451e+03	2.442635e-04,	-2.95977e-05	
160	3.981072e+03	2.617953e-04,	-3.48966e-05	
161	4.073803e+03	2.829658e-04,	-4.18882e-05	
162	4.168694e+03	3.089690e-04,	-5.13916e-05	
163	4.265795e+03	3.415548e-04,	-6.47860e-05	
164	4.365158e+03	3.833614e-04,	-8.45372e-05	
165	4.466836e+03	4.384551e-04,	-1.15383e-04	
166	4.570882e+03	5.130683e-04,	-1.67275e-04	
167	4.677351e+03	6.155081e-04,	-2.63483e-04	
168	4.786301e+03	7.459889e-04,	-4.64470e-04	
169	4.897788e+03	8.054377e-04,	-9.18373e-04	
170	5.011872e+03	2.305633e-04,	-1.55356e-03	

Index   frequency       i(vil)                          
--------------------------------------------------------------------------------
171	5.128614e+03	-6.73488e-04,	-1.16093e-03	
172	5.248075e+03	-7.31485e-04,	-5.58823e-04	
173	5.370318e+03	-5.85908e-04,	-2.87419e-04	
174	5.495409e+03	-4.62604e-04,	-1.67057e-04	
175	5.623413e+03	-3.73692e-04,	-1.06732e-04	
176	5.754399e+03	-3.09284e-04,	-7.30275e-05	
177	5.888437e+03	-2.61269e-04,	-5.25549e-05	
178	6.025596e+03	-2.24399e-04,	-3.92980e-05	
179	6.165950e+03	-1.95337e-04,	-3.02752e-05	
180	6.309573e+03	-1.71916e-04,	-2.38861e-05	
181	6.456542e+03	-1.52685e-04,	-1.92143e-05	
182	6.606934e+03	-1.36642e-04,	-1.57065e-05	
183	6.760830e+03	-1.23078e-04,	-1.30136e-05	
184	6.918310e+03	-1.11475e-04,	-1.09069e-05	
185	7.079458e+03	-1.01450e-04,	-9.23206e-06	
186	7.244360e+03	-9.27131e-05,	-7.88170e-06	
187	7.413102e+03	-8.50393e-05,	-6.77955e-06	
188	7.585776e+03	-7.82536e-05,	-5.87023e-06	
189	7.762471e+03	-7.22170e-05,	-5.11281e-06	
190	7.943282e+03	-6.68178e-05,	-4.47651e-06	
191	8.128305e+03	-6.19654e-05,	-3.93784e-06	
192	8.317638e+03	-5.75853e-05,	-3.47869e-06	
193	8.511380e+03	-5.36161e-05,	-3.08486e-06	
194	8.709636e+03	-5.00062e-05,	-2.74514e-06	
195	8.912509e+03	-4.67124e-05,	-2.45058e-06	
196	9.120108e+03	-4.36982e-05,	-2.19396e-06	
197	9.332543e+03	-4.09321e-05,	-1.96944e-06	
198	9.549926e+03	-3.83875e-05,	-1.77221e-06	
199	9.772372e+03	-3.60412e-05,	-1.59831e-06	
200	1.000000e+04	-3.38730e-05,	-1.44447e-06	
201	1.023293e+04	-3.18656e-05,	-1.30794e-06	
202	1.047129e+04	-3.00037e-05,	-1.18642e-06	
203	1.071519e+04	-2.82736e-05,	-1.07796e-06	
204	1.096478e+04	-2.66637e-05,	-9.80929e-07	
205	1.122018e+04	-2.51633e-05,	-8.93905e-07	
206	1.148154e+04	-2.37630e-05,	-8.15688e-07	
207	1.174898e+04	-2.24546e-05,	-7.45241e-07	
208	1.202264e+04	-2.12304e-05,	-6.81672e-07	
209	1.230269e+04	-2.00839e-05,	-6.24204e-07	
210	1.258925e+04	-1.90090e-05,	-5.72165e-07	
211	1.288250e+04	-1.80002e-05,	-5.24966e-07	
212	1.318257e+04	-1.70525e-05,	-4.82095e-07	
213	1.348963e+04	-1.61615e-05,	-4.43099e-07	
214	1.380384e+04	-1.53232e-05,	-4.07580e-07	
215	1.412538e+04	-1.45337e-05,	-3.75190e-07	
216	1.445440e+04	-1.37898e-05,	-3.45617e-07	
217	1.479108e+04	-1.30882e-05,	-3.18587e-07	
218	1.513561e+04	-1.24262e-05,	-2.93855e-07	
219	1.548817e+04	-1.18012e-05,	-2.71203e-07	
220	1.584893e+04	-1.12108e-05,	-2.50437e-07	
221	1.621810e+04	-1.06527e-05,	-2.31384e-07	
222	1.659587e+04	-1.01249e-05,	-2.13886e-07	
223	1.698244e+04	-9.62549e-06,	-1.97806e-07	
